formula,Property band_gap,Property band_gap units,Property SMILES
La$_{5}$RuPb$_{3}$,0.05719999999999992,eV/atom,
Gd$_{2}$NCl$_{3}$,2.1399999999999997,eV/atom,
CaCr(Si$_{2}$O$_{5}$)$_{2}$,3.3907000000000003,eV/atom,
Ce$_{2}$AlGe$_{6}$,0.0,eV/atom,
CdClO,0.0,eV/atom,
NaVF$_{3}$,0.6925000000000003,eV/atom,
RbTh$_{2}$(PO$_{4}$)$_{3}$,4.5631,eV/atom,
ThGa$_{4}$Co,0.0,eV/atom,
HoTc$_{2}$,0.0,eV/atom,
HoBi,0.0,eV/atom,
Sb$_{4}$S$_{3}$N$_{6}$(OF)$_{12}$,0.10430000000000006,eV/atom,
Ho(FeB)$_{2}$,0.0,eV/atom,
MgNi$_{3}$,0.0,eV/atom,
H$_{2}$Se,0.0,eV/atom,
Nd$_{2}$(SO$_{4}$)$_{3}$,5.437200000000001,eV/atom,
SiO$_{2}$,5.6055,eV/atom,
HgNCl$_{3}$,0.0,eV/atom,
NdNi$_{2}$B$_{2}$C,0.0,eV/atom,
CdTe,0.025100000000000122,eV/atom,
Sr$_{3}$YbRhO$_{6}$,0.0,eV/atom,
MnCoP,0.0,eV/atom,
Rb$_{2}$CaV$_{2}$O$_{7}$,3.4711,eV/atom,
DyTlTe$_{2}$,1.5578000000000003,eV/atom,
Nd$_{3}$Co$_{11}$B$_{4}$,0.0,eV/atom,
Na$_{5}$Bi$_{2}$As$_{5}$O$_{18}$,3.1755000000000004,eV/atom,
NaLa$_{2}$OsO$_{6}$,0.5168999999999997,eV/atom,
CeCuGe,0.0,eV/atom,
Mg$_{2}$B$_{4}$Ru$_{5}$,0.0,eV/atom,
VH,0.0,eV/atom,
W,0.0,eV/atom,
H$_{6}$C$_{2}$SBr$_{2}$,2.4133999999999998,eV/atom,[Br-].[Br-].S(C)C
Sr(BiPd)$_{2}$,0.0,eV/atom,
ErAu,0.0,eV/atom,
Te$_{4}$W(OF$_{4}$)$_{5}$,3.0555000000000003,eV/atom,
Ba$_{5}$Al$_{5}$Pb,0.0,eV/atom,
PaPt$_{3}$,0.0,eV/atom,
RbZn$_{13}$,0.0,eV/atom,
Li(CuO)$_{2}$,0.0,eV/atom,
Pr$_{5}$O$_{9}$,0.0,eV/atom,
BaBr$_{2}$,4.3731,eV/atom,
TaRu,0.0,eV/atom,
Te$_{2}$Ir,0.0,eV/atom,
Zr$_{6}$Si$_{7}$Ni$_{16}$,0.0,eV/atom,
GdH$_{3}$,0.0,eV/atom,
CsEuS$_{2}$,0.0,eV/atom,
K$_{3}$ClO,1.0785,eV/atom,
Ca$_{5}$FePb$_{3}$,0.0,eV/atom,
Sc(AlC)$_{3}$,0.028900000000000148,eV/atom,
Rb$_{2}$UBr$_{6}$,0.2249000000000001,eV/atom,
Zn$_{3}$(PO$_{4}$)$_{2}$,3.4139,eV/atom,
CdSnSb$_{2}$,0.007000000000000117,eV/atom,
CaGaAu$_{3}$,0.0,eV/atom,
Er$_{2}$CdS$_{4}$,1.1467,eV/atom,
Cs$_{3}$Sb$_{5}$O$_{14}$,0.9142999999999999,eV/atom,
Rb$_{2}$LiFeF$_{6}$,3.6975999999999996,eV/atom,
H$_{3}$S,0.0,eV/atom,
ReN$_{2}$,0.0,eV/atom,
PrAl,0.0,eV/atom,
SmMnSbO,0.0,eV/atom,
Re$_{5}$H$_{4}$(CO)$_{20}$,0.33899999999999975,eV/atom,
NdCrO$_{3}$,2.2715000000000005,eV/atom,
Tb$_{6}$FeBi$_{2}$,0.0,eV/atom,
Al$_{45}$Cr$_{7}$,0.0,eV/atom,
In$_{3}$Ni$_{2}$,0.0,eV/atom,
Mg$_{2}$GeO$_{4}$,3.4021,eV/atom,
UPb$_{3}$,0.0,eV/atom,
ZrH$_{36}$C$_{16}$(NO$_{4}$)$_{4}$,3.7626999999999997,eV/atom,
Ho$_{5}$Si$_{3}$,0.0,eV/atom,
SrGaSn,0.0,eV/atom,
CsEr$_{13}$(CoI$_{12}$)$_{2}$,0.5342000000000002,eV/atom,
PbS,0.6898999999999997,eV/atom,
Sc$_{2}$(SeO$_{4}$)$_{3}$,3.5636,eV/atom,
TcSb(OF$_{4}$)$_{2}$,2.8188,eV/atom,
Sc$_{2}$S$_{3}$,1.5183,eV/atom,
Te$_{6}$MoBr$_{3}$,1.0895000000000001,eV/atom,
Bi$_{2}$Pt,0.0,eV/atom,
RbBi(MoO$_{4}$)$_{2}$,3.1055,eV/atom,
Fe$_{4}$Cu$_{2}$S$_{7}$,0.09990000000000032,eV/atom,
TmInNi$_{4}$,0.0,eV/atom,
LiBeH$_{3}$,4.8344000000000005,eV/atom,
YSn$_{3}$,0.0,eV/atom,
Ca$_{4}$Mn$_{3}$B$_{3}$CO$_{15}$,1.4971000000000005,eV/atom,
UCoS$_{3}$,0.0,eV/atom,
OsC$_{3}$IO$_{3}$,2.2723,eV/atom,
Na$_{2}$PHO$_{4}$,4.7475000000000005,eV/atom,
In$_{2}$O$_{3}$,0.11219999999999963,eV/atom,
SrF$_{2}$,5.9356,eV/atom,
YAg$_{3}$(PS$_{4}$)$_{2}$,1.9989999999999997,eV/atom,
Tb(SiPd)$_{2}$,0.0,eV/atom,
VZn$_{3}$,0.0,eV/atom,
HoTeClO$_{3}$,3.8508,eV/atom,
CaGaSn,0.0,eV/atom,
Ho$_{2}$Si$_{5}$Ni$_{3}$,0.0,eV/atom,
Zn$_{2}$PHO$_{5}$,3.2351,eV/atom,
Th$_{7}$Fe$_{3}$,0.0,eV/atom,
LaFeO$_{3}$,1.3628999999999998,eV/atom,
Hg$_{9}$P$_{5}$I$_{6}$,1.3431000000000002,eV/atom,
TiMnAs,0.0,eV/atom,
Ta$_{2}$Se$_{8}$I,0.0,eV/atom,
La$_{3}$C$_{2}$Br$_{3}$,0.036900000000000155,eV/atom,
Ce$_{5}$NiGe$_{2}$,0.0,eV/atom,
B$_{9}$H$_{11}$,3.319,eV/atom,
Pr$_{2}$O$_{3}$,3.5518000000000005,eV/atom,
Th$_{7}$Pt$_{3}$,0.0,eV/atom,
BaLiGe$_{2}$,0.0,eV/atom,
Rb$_{4}$Zr$_{6}$CCl$_{18}$,1.2651999999999999,eV/atom,
La$_{5}$C$_{2}$Br$_{9}$,1.7523999999999997,eV/atom,
BaClF,5.4426,eV/atom,
Cu$_{2}$H$_{2}$Se$_{2}$O$_{7}$,0.1964999999999999,eV/atom,
ZnH$_{2}$(SeO$_{4}$)$_{2}$,2.7238,eV/atom,
LaFeGe$_{2}$O$_{7}$,2.645,eV/atom,
CeMnSi,0.0,eV/atom,
Pr(SiRu)$_{2}$,0.0,eV/atom,
K$_{4}$CO$_{4}$,1.8352,eV/atom,
La$_{3}$Si$_{2}$Rh$_{3}$,0.0,eV/atom,
ZrAsRu,0.0,eV/atom,
Tm$_{2}$Fe$_{17}$,0.0,eV/atom,
DyInPt,0.0,eV/atom,
Li$_{3}$Zn$_{2}$SbO$_{6}$,2.4602,eV/atom,
KCaP$_{3}$H$_{4}$O$_{11}$,5.2022,eV/atom,
EuGe$_{3}$,0.0,eV/atom,
Li$_{2}$Mg$_{2}$(SO$_{4}$)$_{3}$,5.6251999999999995,eV/atom,
H$_{4}$W,1.9999999999953388E-4,eV/atom,
Ce(Sb$_{3}$Os)$_{4}$,0.0,eV/atom,
CuH$_{12}$(BrO$_{6}$)$_{2}$,0.0,eV/atom,
RbMnP$_{3}$HO$_{10}$,0.9992,eV/atom,
Na$_{2}$V(PO$_{4}$)$_{2}$,2.7586000000000004,eV/atom,
Mg$_{2}$B$_{2}$O$_{5}$,5.1356,eV/atom,
BaLa(CoO$_{3}$)$_{2}$,0.03399999999999981,eV/atom,
LiTe$_{3}$,0.18930000000000025,eV/atom,
NaBe$_{4}$SbO$_{7}$,3.3858999999999995,eV/atom,
Ti$_{2}$FeS$_{4}$,0.0038999999999997925,eV/atom,
UGeO$_{4}$,0.0,eV/atom,
Sr$_{3}$Co$_{2}$Cl$_{2}$O$_{5}$,0.052200000000000024,eV/atom,
EuCu(MoO$_{4}$)$_{2}$,0.07569999999999999,eV/atom,
H$_{16}$Ru$_{3}$C$_{6}$(Cl$_{3}$O$_{7}$)$_{2}$,0.5832999999999999,eV/atom,
KPO$_{4}$,0.0,eV/atom,
DyAl$_{3}$,0.0,eV/atom,
Li$_{2}$CuSn,0.0,eV/atom,
CoSe$_{2}$,0.0,eV/atom,
K$_{2}$Ni$_{4}$P$_{4}$O$_{15}$,3.4138,eV/atom,
Eu(ZnAs)$_{2}$,0.0,eV/atom,
TmCu$_{2}$,0.0,eV/atom,
MgSiO$_{3}$,2.0028999999999995,eV/atom,
Fe$_{2}$PClO$_{4}$,3.7912,eV/atom,
CdN,0.0,eV/atom,
SbI$_{3}$,2.2015,eV/atom,
BaPrO$_{3}$,0.0,eV/atom,
Tm$_{5}$Pt$_{3}$,0.0,eV/atom,
NiO$_{2}$,1.4899,eV/atom,
Gd$_{4}$(CoB$_{2}$)$_{3}$,0.0,eV/atom,
H$_{11}$S$_{2}$N$_{3}$O$_{7}$,4.922,eV/atom,
Hg$_{2}$Pb(SBr)$_{2}$,2.2465,eV/atom,
ThTi$_{2}$O$_{6}$,3.1455999999999995,eV/atom,
PrB$_{2}$HF$_{10}$,7.8433,eV/atom,
K$_{5}$Ce$_{2}$H$_{2}$S$_{6}$O$_{25}$,0.12700000000000022,eV/atom,
NiF$_{3}$,0.0,eV/atom,
LiOsF$_{6}$,1.2359,eV/atom,
ZnSO$_{4}$,3.8158,eV/atom,
CaMn$_{3}$O$_{6}$,0.0,eV/atom,
LuAu$_{3}$,0.0,eV/atom,
LuTiGe,0.0,eV/atom,
USbS,0.0,eV/atom,
MnMoO$_{4}$,2.7361000000000004,eV/atom,
Be$_{3}$Cd$_{4}$Si$_{3}$TeO$_{12}$,2.8787,eV/atom,
TlAuF$_{6}$,1.4262000000000001,eV/atom,
PrPd$_{5}$,0.0,eV/atom,
MgP$_{2}$H$_{12}$O$_{11}$,5.4433,eV/atom,
TlBF$_{4}$,5.7573,eV/atom,
GaRe(Cl$_{3}$O)$_{2}$,1.9707,eV/atom,
Y$_{2}$Be$_{2}$SiO$_{7}$,5.1583,eV/atom,
Cu$_{2}$Ag(SO$_{5}$)$_{2}$,0.07600000000000007,eV/atom,
Ca$_{3}$Ge(ClO$_{2}$)$_{2}$,4.1976,eV/atom,
MgTi$_{2}$O$_{5}$,2.7175,eV/atom,
CaBPO$_{5}$,5.317,eV/atom,
NiC$_{2}$(SN)$_{2}$,0.0,eV/atom,
LuInPd$_{2}$,0.04319999999999968,eV/atom,
HfCuGe,0.0,eV/atom,
Ce$_{2}$MgGe$_{2}$,0.0,eV/atom,
Fe$_{2}$NiP,0.0,eV/atom,
H$_{10}$S(NO)$_{4}$,5.1317,eV/atom,O=S(=O)([O-])[O-].N[NH3+].N[NH3+]
TmMn$_{12}$,0.0,eV/atom,
CeMnNi$_{4}$,0.0,eV/atom,
Rb$_{2}$PO$_{3}$F,4.313,eV/atom,
SnClF,3.4437999999999995,eV/atom,
ScP,1.6192999999999997,eV/atom,
Dy$_{3}$Se$_{4}$,0.0,eV/atom,
SbH$_{4}$NCl$_{6}$,1.9250999999999998,eV/atom,Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl.[NH4+]
Cd$_{85}$Pd$_{27}$,0.0,eV/atom,
PuSe$_{2}$,0.0,eV/atom,
Nd$_{4}$Au$_{2}$O$_{9}$,1.9966,eV/atom,
EuBi$_{2}$IO$_{4}$,0.36990000000000034,eV/atom,
Ba$_{2}$BiSbO$_{6}$,1.7763,eV/atom,
Ce(NiAs)$_{2}$,0.0,eV/atom,
YbSnRh,0.0,eV/atom,
TlPd$_{3}$,0.0,eV/atom,
ThNi$_{5}$,0.0,eV/atom,
Na$_{6}$PbO$_{5}$,1.0040000000000002,eV/atom,
BiH(SeO$_{3}$)$_{2}$,3.6406,eV/atom,
VFeSb,0.0,eV/atom,
SiH$_{12}$C$_{2}$(NF)$_{6}$,5.1981,eV/atom,F[Si-2](F)(F)(F)(F)F.NC(N)=[NH2+].NC(N)=[NH2+]
NaNdH$_{2}$S$_{2}$O$_{9}$,5.7376,eV/atom,
NdPbAu,0.0,eV/atom,
CsYP$_{2}$O$_{7}$,5.1175,eV/atom,
GePt,0.0,eV/atom,
NaMnTe$_{2}$,0.0,eV/atom,
Te$_{2}$W,0.0,eV/atom,
CaFe$_{4}$As$_{3}$,0.0032000000000005357,eV/atom,
Rb$_{2}$Se$_{5}$,0.8362,eV/atom,
DyP,0.0,eV/atom,
SiO$_{2}$,5.5951,eV/atom,
Ba(ZnAs)$_{2}$,0.29879999999999995,eV/atom,
LaSiNi$_{4}$,0.0,eV/atom,
MnH$_{11}$C$_{5}$NO$_{6}$,3.5460000000000003,eV/atom,
YSnRh,0.0,eV/atom,
CsK$_{5}$Zn$_{4}$Sn$_{5}$S$_{17}$,1.6088999999999998,eV/atom,
TlSb$_{3}$(AsS$_{4}$)$_{2}$,1.56,eV/atom,
SnHgO$_{3}$,0.0,eV/atom,
K$_{4}$GeH$_{4}$N$_{2}$O$_{3}$,2.4271000000000003,eV/atom,
ZnPdF$_{6}$,1.5893000000000002,eV/atom,
Na$_{4}$CO$_{4}$,2.1989,eV/atom,
BH$_{2}$NCl$_{2}$,5.8178,eV/atom,
KEuAsS$_{3}$,0.492,eV/atom,
TaO$_{2}$,0.0,eV/atom,
NaP(HO$_{2}$)$_{2}$,5.1356,eV/atom,
NaSb,0.6019000000000001,eV/atom,
Ti$_{3}$TlC,0.0,eV/atom,
MnB$_{4}$O$_{7}$,5.0303,eV/atom,
Na$_{2}$UO$_{4}$,1.8660000000000005,eV/atom,
Bi$_{2}$Pd$_{3}$S$_{2}$,0.0,eV/atom,
BaI$_{2}$,3.0499,eV/atom,
Ca$_{19}$Ag$_{8}$N$_{7}$,0,eV/atom,
SbSNCl$_{5}$,1.7869,eV/atom,
Ge$_{9}$Pd$_{25}$,0.0,eV/atom,
SmAsS,0.16579999999999995,eV/atom,
P$_{2}$PbO$_{6}$,4.4803,eV/atom,
Ti(CuS)$_{4}$,1.4256000000000002,eV/atom,
PN$_{2}$,0.0,eV/atom,
Np(IO$_{3}$)$_{4}$,0.22389999999999954,eV/atom,
LaOF,4.2344,eV/atom,
Cs$_{2}$As$_{2}$OF$_{10}$,3.932,eV/atom,
H$_{11}$C$_{4}$NO$_{10}$,3.4288,eV/atom,O=C([O-])C(=O)[O-].O=C(O)C(=O)O.O.O.[NH4+].[NH4+]
Ca$_{2}$Bi,0.0,eV/atom,
Ba$_{11}$In$_{6}$O$_{3}$,0.0,eV/atom,
SiO$_{2}$,5.5865,eV/atom,
CsDyZnTe$_{3}$,1.7130999999999998,eV/atom,
Ag$_{3}$P$_{6}$H$_{12}$N$_{3}$O$_{19}$,0.0,eV/atom,
U$_{11}$Ni$_{16}$,0.0,eV/atom,
EuAs$_{3}$,0.0,eV/atom,
KRe$_{2}$O$_{4}$F$_{7}$,3.0237,eV/atom,
Ca(MgBi)$_{2}$,0.3886000000000003,eV/atom,
Pr$_{3}$CuSnS$_{7}$,1.7713999999999999,eV/atom,
Te$_{7}$As$_{2}$F$_{12}$,0.9303999999999999,eV/atom,
PrAlO$_{3}$,4.1325,eV/atom,
TlSbO$_{3}$,2.4341,eV/atom,
Yb(BC)$_{2}$,0.0,eV/atom,
Er$_{4}$In(NiGe$_{2}$)$_{2}$,0.0,eV/atom,
Na$_{10}$CaSn$_{12}$,0.6648999999999998,eV/atom,
Bi$_{2}$Te$_{7}$Cl$_{8}$,0.7624999999999997,eV/atom,
Rb$_{2}$V(PO$_{4}$)$_{2}$,2.8653999999999997,eV/atom,
DySi$_{2}$,0.0,eV/atom,
K$_{2}$PdO$_{4}$,0.26119999999999993,eV/atom,
Li$_{3}$Pd,0.0,eV/atom,
CeTiGe,0.0,eV/atom,
Rb$_{2}$AgCl$_{3}$,2.9649,eV/atom,
Na$_{2}$B$_{5}$H$_{5}$O$_{12}$,0.06840000000000002,eV/atom,
SrH$_{2}$(SeO$_{3}$)$_{2}$,4.1695,eV/atom,
KIO$_{3}$,2.7768000000000006,eV/atom,
Ba$_{3}$Yb$_{2}$TeO$_{5}$,0.0,eV/atom,
LiTl,0.0,eV/atom,
Ba$_{3}$NaNd$_{3}$(Si$_{3}$O$_{10}$)$_{2}$,4.5793,eV/atom,
Sm$_{3}$MnAlS$_{7}$,0.4783999999999997,eV/atom,
PuB$_{2}$Ru$_{3}$,0.0,eV/atom,
Y$_{3}$Al,0.0,eV/atom,
SrCeI$_{4}$,0.0,eV/atom,
K$_{3}$Na$_{3}$TeP$_{6}$(HO$_{4}$)$_{6}$,3.1763,eV/atom,
NaVS$_{2}$,0.0,eV/atom,
GeAsSe,1.4624000000000001,eV/atom,
Te$_{3}$Pd$_{10}$,0.047099999999999476,eV/atom,
Li$_{4}$H$_{5}$Rh,0.0,eV/atom,
Cs$_{3}$O,0.0,eV/atom,
OsS$_{2}$,0.0,eV/atom,
NaC$_{64}$,0.0,eV/atom,[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[Na]
K$_{2}$OsCl$_{6}$,0.0,eV/atom,
La$_{5}$Ti$_{2}$AgS$_{5}$O$_{7}$,1.5128000000000004,eV/atom,
ZrMo$_{2}$Se$_{8}$(Cl$_{7}$O)$_{2}$,1.1741000000000001,eV/atom,
La$_{3}$(VN$_{3}$)$_{2}$,0.0,eV/atom,
BH$_{3}$NF$_{3}$,7.7194,eV/atom,
H$_{4}$NClO$_{5}$,5.492299999999999,eV/atom,
CsMgPO$_{4}$,4.6322,eV/atom,
Rb$_{3}$CrF$_{7}$,0.7833,eV/atom,
TlCoCl$_{3}$,0.0,eV/atom,
RbAg$_{3}$Te$_{2}$,0.27939999999999987,eV/atom,
CsDyZnSe$_{3}$,2.1229,eV/atom,
BaCaGe,0.19589999999999996,eV/atom,
DyPS$_{4}$,2.1596999999999995,eV/atom,
Na$_{3}$CoPCO$_{7}$,2.8697,eV/atom,
Nd$_{6}$Mo$_{10}$O$_{39}$,3.1549,eV/atom,
Ti$_{2}$Pd,0.0,eV/atom,
SrCr$_{2}$O$_{7}$,2.4835000000000003,eV/atom,
Sr$_{7}$Ag$_{3}$,0.0,eV/atom,
HoSb,0.0,eV/atom,
LaB$_{2}$Ir$_{2}$C,0.0,eV/atom,
Nd$_{4}$Os$_{6}$O$_{19}$,0.0,eV/atom,
ZrCoSi,0.0,eV/atom,
CaH$_{4}$Se$_{2}$O$_{7}$,4.1584,eV/atom,
TiGePt,0.8818999999999999,eV/atom,
Co$_{21}$(B$_{3}$Mo)$_{2}$,0.0,eV/atom,
NaPr$_{2}$S$_{2}$O$_{8}$F$_{3}$,6.1548,eV/atom,
PH$_{5}$NO$_{4}$,5.6995000000000005,eV/atom,
CrH$_{10}$S$_{2}$(NO$_{2}$)$_{4}$,2.9651,eV/atom,
Tb(SiRh)$_{2}$,0.0,eV/atom,
CaSiPt,0.0,eV/atom,
EuC$_{2}$,0.0,eV/atom,
LiIn(SiO$_{3}$)$_{2}$,3.8497000000000003,eV/atom,
Cs(WO$_{3}$)$_{2}$,0.0,eV/atom,
Ag$_{8}$S,0.0,eV/atom,
K$_{3}$Zn(BO$_{2}$)$_{5}$,4.2633,eV/atom,
YbGePt,0.0,eV/atom,
Gd$_{2}$O$_{3}$,2.8857999999999997,eV/atom,
Rb$_{3}$H$_{5}$Pt,2.7381,eV/atom,
Er$_{2}$InPd$_{2}$,0.0,eV/atom,
Mg,0.0,eV/atom,
Er$_{3}$AlC,0.0,eV/atom,
Fe$_{3}$S$_{4}$,0.0,eV/atom,
ThV$_{4}$O$_{12}$,2.5723,eV/atom,
Er$_{5}$Si$_{4}$,0.0,eV/atom,
Lu,0.0,eV/atom,
Cs$_{7}$Ni$_{4}$F$_{15}$,4.9957,eV/atom,
TiH$_{2}$,0.0,eV/atom,
K$_{2}$FeH$_{2}$OF$_{5}$,3.8684,eV/atom,
MnB$_{4}$,0.0,eV/atom,
BaSiPd,0.0,eV/atom,
Ti$_{4}$AlN$_{3}$,0.0,eV/atom,
Zr$_{2}$Cu,0.0,eV/atom,
YSiNO$_{2}$,4.0731,eV/atom,
Li$_{4}$FeN$_{2}$,0.0,eV/atom,
BaH$_{8}$PtC$_{4}$(NO)$_{4}$,1.5012,eV/atom,
SnBr$_{2}$,2.5388,eV/atom,
Pb$_{7}$(ClF$_{6}$)$_{2}$,4.207599999999999,eV/atom,
CoH$_{9}$(CN$_{2}$)$_{3}$,2.8895,eV/atom,
CsFeH$_{24}$(SO$_{10}$)$_{2}$,2.8558,eV/atom,[Fe+3].[Cs+].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O.O.O.O.O.O.O.O.O.O.O.O
H$_{2}$Ru$_{6}$(CO)$_{17}$,1.5791,eV/atom,
Cu$_{6}$AgBi$_{12}$PbS$_{22}$,0.0,eV/atom,
K(V$_{5}$S$_{8}$)$_{2}$,0.0,eV/atom,
Nb$_{4}$Co$_{2}$PdSe$_{12}$,0.0,eV/atom,
Ca$_{3}$Si$_{2}$O$_{7}$,4.6202000000000005,eV/atom,
K$_{2}$IrF$_{6}$,0.0,eV/atom,
EuZn$_{2}$,0.0,eV/atom,
Nd$_{3}$ReO$_{7}$,0.0,eV/atom,
Y$_{2}$AlNi$_{2}$,0.0,eV/atom,
Ce(SO$_{4}$)$_{2}$,1.0343000000000002,eV/atom,
TmCoC$_{2}$,0.0,eV/atom,
TmAgTe$_{2}$,0.9386999999999999,eV/atom,
BaHg,0.0,eV/atom,
Ba$_{2}$ErCu$_{3}$O$_{7}$,0.0,eV/atom,
Sm$_{2}$Cr$_{2}$C$_{3}$,0.0,eV/atom,
WC,0.0,eV/atom,
La$_{4}$Mo$_{7}$O$_{27}$,3.0976000000000004,eV/atom,
AlV$_{3}$,0.0,eV/atom,
Ag$_{5}$P(S$_{2}$Cl)$_{2}$,1.2617999999999996,eV/atom,
LaIr$_{5}$,0.0,eV/atom,
ZnS,2.0374,eV/atom,
CsHo$_{3}$Te$_{5}$,1.1293999999999995,eV/atom,
LuSnPd$_{2}$,0.0,eV/atom,
GaAsPd$_{5}$,0.0,eV/atom,
P$_{2}$H$_{8}$O$_{9}$,5.556299999999999,eV/atom,O=P(O)(O)O.O=P(O)(O)O.O
K$_{2}$MnP$_{4}$(HO$_{2}$)$_{8}$,4.2508,eV/atom,
K$_{8}$TeP$_{8}$(H$_{5}$O$_{16}$)$_{2}$,0.592,eV/atom,
K$_{2}$Ge(IO$_{3}$)$_{6}$,3.1645,eV/atom,
TlHCO$_{2}$,3.5008,eV/atom,
Ag$_{2}$S,1.3608000000000002,eV/atom,
ErGaPd,0.0,eV/atom,
DyAu,0.0,eV/atom,
CaH$_{4}$SO$_{6}$,5.346,eV/atom,
AuCl$_{5}$O$_{18}$,0.0043999999999999595,eV/atom,
Zn(InSe$_{2}$)$_{2}$,0.9929000000000001,eV/atom,
AgN,0.0,eV/atom,
Fe$_{4}$C,0.0,eV/atom,
Sm(FeSi)$_{2}$,0.0,eV/atom,
Na$_{3}$N,0.0,eV/atom,
U$_{2}$Co$_{3}$O$_{8}$,0.3506,eV/atom,
Mg$_{4}$H$_{2}$O$_{5}$,4.006500000000001,eV/atom,
Rb$_{4}$(BS)$_{9}$,3.1228000000000002,eV/atom,
K$_{2}$AgF$_{4}$,0.6746,eV/atom,
Sc$_{2}$C$_{3}$,0.014199999999999768,eV/atom,
Sm$_{3}$Sn$_{13}$Rh$_{4}$,0.0,eV/atom,
Rb$_{2}$Na(NO$_{3}$)$_{3}$,2.9985999999999997,eV/atom,
KAlH$_{6}$(OF$_{3}$)$_{2}$,6.9765999999999995,eV/atom,
Y$_{13}$Cd$_{58}$,0.0,eV/atom,
BiF$_{3}$,3.9662999999999995,eV/atom,
Zr$_{2}$Se,0.0,eV/atom,
VCuO$_{3}$,0.0,eV/atom,
Ba(MgAs)$_{2}$,1.0689000000000002,eV/atom,
Na$_{2}$H$_{20}$CO$_{13}$,4.2389,eV/atom,
GeP,0.0,eV/atom,
Ca$_{11}$Bi$_{10}$,0.0,eV/atom,
Sr$_{3}$CaO$_{4}$,3.2948999999999997,eV/atom,
Cs$_{7}$O,0.0,eV/atom,
Hf$_{3}$Al$_{3}$C$_{5}$,0.0,eV/atom,
CsB$_{5}$O$_{8}$,5.9417,eV/atom,
Dy$_{2}$B$_{4}$C,0.0,eV/atom,
Hg$_{2}$TeO$_{3}$,2.3234999999999997,eV/atom,
Zn$_{3}$As$_{2}$(HO)$_{16}$,2.4565,eV/atom,
Bi(IO$_{3}$)$_{3}$,2.8849,eV/atom,
NbCoSb,0.0,eV/atom,
Mn$_{2}$NiO$_{4}$,0.0,eV/atom,
PH$_{8}$C$_{2}$NO$_{4}$,5.3301,eV/atom,
ZnI$_{2}$,2.9076000000000004,eV/atom,
KAuS$_{5}$,1.7571,eV/atom,
CsK$_{2}$AuO$_{2}$,2.1806,eV/atom,
NiH$_{12}$SO$_{9}$,4.1294,eV/atom,
SmTiO$_{3}$,0.0,eV/atom,
Y$_{6}$WO$_{12}$,3.4318,eV/atom,
Cs$_{2}$MnTe$_{2}$,1.0935000000000001,eV/atom,
KNa$_{2}$BO$_{3}$,2.7985,eV/atom,
Sr(ClO$_{3}$)$_{2}$,5.224,eV/atom,
Er(AlGe)$_{2}$,0.0,eV/atom,
Al$_{2}$P$_{3}$H$_{11}$O$_{13}$,5.8945,eV/atom,
MgCrO$_{4}$,2.4743,eV/atom,
Tl$_{3}$PbBr$_{5}$,2.9075000000000006,eV/atom,
Ce$_{2}$CuGe$_{6}$,0.0,eV/atom,
BiO$_{2}$,0.0,eV/atom,
AlC$_{3}$NCl$_{3}$,1.1278,eV/atom,Cl[Al](Cl)Cl.N(C)(C)C
Ca(NCl)$_{2}$,1.5326,eV/atom,[Cl-].[Cl-].[Ca+2].N.N
LiIO$_{3}$,0.0,eV/atom,
ZrGePd,0.008600000000000385,eV/atom,
Ba$_{2}$Eu$_{3}$Si$_{7}$,0.0,eV/atom,
K$_{4}$P$_{4}$H$_{7}$(RuO$_{9}$)$_{2}$,0.4534999999999998,eV/atom,
TlInS$_{2}$,1.3006000000000002,eV/atom,
TmGa$_{2}$,0.0,eV/atom,
Na$_{4}$Mg(SiSe$_{3}$)$_{2}$,2.8255999999999997,eV/atom,
Gd,0.0,eV/atom,
KCu$_{4}$AsS$_{4}$,1.3059999999999996,eV/atom,
K$_{3}$HRhC$_{5}$N$_{5}$O,3.8355999999999995,eV/atom,
ReSbOF$_{10}$,1.9810999999999999,eV/atom,
CsBi$_{2}$Br$_{7}$,2.8624,eV/atom,
ScPd$_{3}$C,0.0,eV/atom,
SbP(Cl$_{2}$F$_{3}$)$_{2}$,4.487299999999999,eV/atom,F[Sb-](F)(F)(F)(F)F.Cl[P+](Cl)(Cl)Cl
Tb$_{7}$O$_{12}$,0.014100000000000001,eV/atom,
Rb$_{4}$Te$_{8}$O$_{23}$,1.2081,eV/atom,
IrSe$_{2}$,0.04999999999999982,eV/atom,
ErGaRh,0.0,eV/atom,
HfSiRh,0.0,eV/atom,
Nb$_{3}$InSe$_{12}$,0.0,eV/atom,
GaP$_{3}$(NCl$_{3}$)$_{3}$,3.9061000000000003,eV/atom,
Cs$_{3}$Mg$_{2}$Cl$_{7}$,4.3797999999999995,eV/atom,
Na$_{2}$FeCuF$_{7}$,0.0,eV/atom,
