formula,Property band_gap,Property band_gap units,Property SMILES
BaCeO$_{3}$,2.2207000000000003,eV/atom,
YIn,0.0,eV/atom,
ErCu$_{5}$,0.0,eV/atom,
Na$_{2}$Sn(HO)$_{6}$,3.2561999999999998,eV/atom,
V$_{2}$CdO$_{6}$,2.6494999999999997,eV/atom,
P$_{2}$WO$_{7}$,2.9129,eV/atom,
ZrH$_{6}$NOF$_{5}$,5.7752,eV/atom,
Er$_{2}$Te$_{3}$,0.05210000000000026,eV/atom,
ThCN,1.5202,eV/atom,
Al(Ni$_{10}$B$_{7}$)$_{2}$,0.0,eV/atom,
TlCu$_{5}$Se$_{3}$,0.40890000000000004,eV/atom,
Er$_{2}$WO$_{6}$,3.8181,eV/atom,
PCl$_{5}$,1.7747,eV/atom,ClP(Cl)(Cl)(Cl)Cl
Mn$_{3}$Rh,0.0,eV/atom,
SbCl$_{3}$F$_{2}$,1.6945000000000001,eV/atom,
SmOs$_{2}$,0.0,eV/atom,
Cs$_{2}$ZrO$_{3}$,3.854,eV/atom,
NbSe$_{4}$,0.0,eV/atom,
PrZnPd,0.0,eV/atom,
Li$_{2}$NdAs$_{2}$,0.0,eV/atom,
Mg$_{3}$(Ni$_{10}$P$_{3}$)$_{2}$,0.0,eV/atom,
Ni$_{2}$Ge,0,eV/atom,
LiGaBr$_{3}$,2.956,eV/atom,
LiGe$_{2}$N$_{3}$,2.7630000000000003,eV/atom,
PtN$_{2}$,0.591800000000001,eV/atom,
Th(GeRu)$_{2}$,0.0,eV/atom,
CaC$_{2}$,0.0,eV/atom,
Nb$_{2}$Se$_{3}$,0.0,eV/atom,
Na$_{2}$Co$_{5}$Mo$_{4}$(ClO$_{4}$)$_{4}$,2.3344,eV/atom,
Cr$_{2}$(Co$_{7}$B$_{2}$)$_{3}$,0.0,eV/atom,
Sr$_{2}$InI$_{5}$,2.7625000000000006,eV/atom,
Tl$_{3}$Ir(NO$_{2}$)$_{6}$,0.0,eV/atom,
K$_{8}$NO$_{3}$,0.0,eV/atom,
Zn$_{3}$CrS$_{4}$,0.0,eV/atom,
Sr$_{2}$Co$_{2}$O$_{5}$,0.0,eV/atom,
DyC$_{2}$,0.0,eV/atom,
CaCuGe,0.0,eV/atom,
GeO$_{2}$,0.7843,eV/atom,
Dy$_{2}$InNi$_{2}$,0.0,eV/atom,
NpAl$_{2}$Pd$_{5}$,0.0,eV/atom,
Y$_{2}$Co$_{17}$,0.0,eV/atom,
V$_{5}$Ge$_{3}$B,0.0,eV/atom,
LiDySe$_{2}$,1.5347999999999997,eV/atom,
KGdCO$_{3}$F$_{2}$,2.7183,eV/atom,
TlCO$_{2}$,2.8733,eV/atom,
HgB$_{4}$O$_{7}$,2.5834,eV/atom,
BaSeO$_{3}$,3.8804,eV/atom,
Sr(NiP)$_{2}$,0,eV/atom,
Cs$_{3}$Mo$_{6}$(P$_{5}$O$_{19}$)$_{2}$,0.0,eV/atom,
RbYbS$_{2}$,0.0,eV/atom,
K$_{2}$Ca(NO$_{2}$)$_{4}$,2.4394,eV/atom,
NbO,0.0,eV/atom,
Dy$_{2}$C(NO)$_{2}$,3.9788999999999994,eV/atom,
EuCu$_{2}$SnS$_{4}$,0.008000000000000007,eV/atom,
SrMgNiH$_{4}$,1.8123999999999998,eV/atom,
U$_{4}$Si$_{6}$Tc$_{7}$,0.0,eV/atom,
Na$_{4}$CoO$_{3}$,1.1125999999999998,eV/atom,
Dy$_{2}$Tl,0.0,eV/atom,
InI$_{2}$,1.7863000000000002,eV/atom,
PdS$_{2}$,0.6036000000000001,eV/atom,
GdGe$_{2}$,0.0,eV/atom,
K$_{2}$Co$_{2}$(MoO$_{4}$)$_{3}$,2.5043,eV/atom,
LaPO$_{4}$,4.520300000000001,eV/atom,
TiFeAs,0.0,eV/atom,
Ge$_{3}$(BiO$_{3}$)$_{4}$,3.4880999999999998,eV/atom,
NaFe$_{2}$(MoO$_{5}$)$_{2}$,0.0,eV/atom,
Tl$_{4}$AuSe$_{3}$,0.0,eV/atom,
Mg(FeO$_{2}$)$_{2}$,1.5535,eV/atom,
FeH$_{12}$Pt(ClO)$_{6}$,1.5113,eV/atom,
CoH$_{8}$(IO$_{5}$)$_{2}$,3.0703,eV/atom,
Cs$_{2}$Si$_{2}$O$_{5}$,4.2397,eV/atom,
Y$_{2}$BiO$_{2}$,0.0,eV/atom,
MnBiPO$_{5}$,2.9610000000000003,eV/atom,
H$_{12}$OsC$_{4}$N(OF)$_{3}$,2.6447000000000003,eV/atom,
TiO$_{2}$,2.6774000000000004,eV/atom,
InTe,0.0,eV/atom,
DyGeRh,0.0,eV/atom,
GaN,0.3945999999999996,eV/atom,
ErAgSe$_{2}$,1.2832999999999997,eV/atom,
RbCl,4.8393,eV/atom,
NdCoGe,0.0,eV/atom,
SrSbAu,0.0,eV/atom,
CdSiP$_{2}$,1.4259000000000004,eV/atom,
ZnCu$_{2}$GeSe$_{4}$,0.0,eV/atom,
Al$_{2}$PO$_{7}$,0.0,eV/atom,[Al+3].[OH-].[OH-].[OH-].O=P(O)(O)O
BaLi$_{2}$(MgSi)$_{2}$,0.0,eV/atom,
ThSe$_{2}$,0.6304999999999996,eV/atom,
B$_{8}$H$_{10}$N,0.4686,eV/atom,
TaN,0.0,eV/atom,
K$_{2}$RuNCl$_{5}$O,1.7947,eV/atom,
TaSiRh,0.0,eV/atom,
ErAl$_{4}$Ni,0.0,eV/atom,
BaSi$_{2}$(H$_{3}$O$_{4}$)$_{2}$,5.0579,eV/atom,
Tl$_{2}$Hg$_{2}$PdCl$_{8}$,1.6654999999999998,eV/atom,
Ba$_{4}$Y(CuO$_{3}$)$_{3}$,0.0,eV/atom,
Rb$_{3}$Ge$_{4}$Au,0.9193,eV/atom,
Na$_{10}$Be$_{4}$Si$_{4}$O$_{17}$,3.9402999999999997,eV/atom,
Sc$_{3}$Si$_{3}$Ni$_{2}$,0.0,eV/atom,
Th$_{5}$Bi$_{3}$,0.0,eV/atom,
LiIO$_{3}$,3.6522000000000006,eV/atom,
PbCN$_{2}$,1.7321999999999997,eV/atom,
Er$_{2}$MgSe$_{4}$,1.3679999999999999,eV/atom,
B$_{2}$O,0.0,eV/atom,
LaGe,0.0,eV/atom,
KBaYSi$_{2}$O$_{7}$,4.6816,eV/atom,
YSiPd$_{2}$,0.0,eV/atom,
Mn(AsO$_{3}$)$_{2}$,1.7241,eV/atom,
Ba$_{6}$Zn(InCl$_{10}$)$_{2}$,3.5668,eV/atom,
Eu(ZnSi)$_{2}$,0.0,eV/atom,
Lu(BC)$_{2}$,0.0,eV/atom,
DyNiSn,0.0,eV/atom,
CsNbN$_{2}$,1.5227999999999997,eV/atom,
ZnS,2.0194,eV/atom,
CrH$_{8}$(NO$_{2}$)$_{2}$,2.9217,eV/atom,O=[Cr](=O)([O-])[O-].[NH4+].[NH4+]
Ba$_{5}$V$_{3}$ClO$_{12}$,4.0709,eV/atom,
SiO$_{2}$,5.7675,eV/atom,
GdSnPd,0.0,eV/atom,
FeP$_{2}$H$_{24}$C$_{8}$S$_{4}$NClO$_{4}$,3.1831,eV/atom,
H$_{2}$Ru$_{6}$C$_{18}$SO$_{20}$,1.1982,eV/atom,
BiF$_{3}$,4.6808,eV/atom,
Ca(ZnSi)$_{2}$,0.0,eV/atom,
TmGa$_{4}$Ni,0.0,eV/atom,
RbPrP$_{3}$HO$_{10}$,4.8166,eV/atom,
LaF$_{3}$,4.8107999999999995,eV/atom,
K$_{9}$Fe$_{2}$S$_{7}$,0.5147999999999999,eV/atom,
Ho$_{3}$Pt$_{4}$,0.0,eV/atom,
NdMgSn,0.0,eV/atom,
Na$_{4}$Ge$_{9}$O$_{20}$,0.0,eV/atom,
K,0.0,eV/atom,
Ba$_{3}$MgRu$_{2}$O$_{9}$,0.0,eV/atom,
K$_{2}$Mn$_{2}$(SO$_{4}$)$_{3}$,4.942200000000001,eV/atom,
YbBiPt,0.0,eV/atom,
Lu$_{5}$Ge$_{3}$,0.0,eV/atom,
HfSnPd,0.38400000000000034,eV/atom,
Tb$_{2}$AlCo$_{2}$,0.0,eV/atom,
Cr$_{3}$Ni,0.0,eV/atom,
YbFe$_{2}$,0.0,eV/atom,
Nd(NiAs)$_{2}$,0.0,eV/atom,
ErPt$_{2}$,0.0,eV/atom,
Y$_{3}$CuSiSe$_{7}$,1.5118,eV/atom,
K$_{2}$Si$_{2}$O$_{5}$,4.3282,eV/atom,
H$_{2}$S,3.5201,eV/atom,
MgInBr$_{3}$,2.0567,eV/atom,
Li$_{2}$H$_{12}$C$_{3}$SN$_{6}$O$_{7}$,5.0179,eV/atom,[Li+].[Li+].O=C(N)N.O=C(N)N.O=C(N)N.O=S(=O)([O-])[O-]
Cs$_{2}$Li$_{2}$SiO$_{4}$,3.8531000000000004,eV/atom,
Fe$_{2}$P$_{2}$O$_{7}$,3.6939,eV/atom,
UCd,0.0,eV/atom,
PdF$_{2}$,0.0,eV/atom,
V$_{2}$Pb$_{3}$O$_{8}$,3.0528999999999997,eV/atom,
RbCd(NO$_{2}$)$_{3}$,0.0,eV/atom,
Dy$_{2}$TiO$_{5}$,3.3007999999999997,eV/atom,
Gd$_{3}$Al$_{7}$Ag$_{2}$,0.0,eV/atom,
Fe$_{2}$Mo$_{4}$C,0.0,eV/atom,
Ti$_{5}$(B$_{6}$O$_{13}$)$_{2}$,0.0,eV/atom,
Si$_{2}$N$_{3}$,0.0,eV/atom,
Sc$_{5}$Cl$_{8}$,0.0,eV/atom,
Ba$_{2}$Ti(GeO$_{4}$)$_{2}$,3.7129000000000003,eV/atom,
Os$_{6}$C$_{19}$SO$_{19}$,1.7127,eV/atom,
Rb$_{2}$MnO$_{4}$,0.5128,eV/atom,
ZrBeSi,0.0,eV/atom,
NiTePd,0.0,eV/atom,
BaYSi$_{4}$N$_{7}$,2.7326999999999995,eV/atom,
ZrTlF$_{5}$,4.8447,eV/atom,
InSiCN,1.7443,eV/atom,
Nb$_{3}$I$_{8}$,0.041100000000000136,eV/atom,
MnB$_{4}$O$_{7}$,4.9226,eV/atom,
Sr$_{3}$Nd$_{2}$(BO$_{3}$)$_{4}$,4.569699999999999,eV/atom,
GdTlSe$_{2}$,1.4039000000000001,eV/atom,
U$_{2}$Ni$_{2}$Sn,0.0,eV/atom,
H$_{12}$C$_{4}$NClO$_{4}$,5.4665,eV/atom,
NaPrO$_{2}$,3.1969000000000003,eV/atom,
ThCoH$_{4}$,0.0,eV/atom,
SNClO,3.4302,eV/atom,
Rb$_{6}$Si$_{2}$O$_{7}$,3.1374000000000004,eV/atom,
Gd(C$_{2}$N$_{3}$)$_{3}$,2.0221,eV/atom,[Gd+3].N#C[N-]C#N.N#C[N-]C#N.N#C[N-]C#N
YAu$_{2}$,0.0,eV/atom,
As$_{2}$Pb$_{2}$O$_{5}$,2.9362000000000004,eV/atom,
Cd(BrN)$_{2}$,0.6769000000000001,eV/atom,
SmNi$_{3}$,0.0,eV/atom,
Li$_{2}$UO$_{4}$,2.0658000000000003,eV/atom,
Nd$_{3}$(MnSn)$_{4}$,0.0,eV/atom,
Eu(BO$_{2}$)$_{2}$,0.4830999999999994,eV/atom,
K$_{2}$H$_{4}$Pt,3.2469,eV/atom,
SiH$_{17}$S$_{3}$N$_{5}$,3.344,eV/atom,
GdNbO$_{4}$,3.1849000000000003,eV/atom,
Li$_{2}$InIr,0.0,eV/atom,
EuMg,0.0,eV/atom,
CsTi$_{3}$P$_{5}$O$_{19}$,2.8059,eV/atom,
NdSb,0.0,eV/atom,
ThSbSe,0.0,eV/atom,
Li$_{3}$GdBi$_{2}$,0.0,eV/atom,
Pr(AsPd)$_{2}$,0.0,eV/atom,
Ba$_{2}$Ge$_{2}$Se$_{5}$,1.2918,eV/atom,
NaSrAs,0.8077000000000001,eV/atom,
K$_{4}$ZnO$_{3}$,1.6945999999999999,eV/atom,
MnWO$_{4}$,2.3562999999999996,eV/atom,
I(NO$_{3}$)$_{2}$,0.0,eV/atom,
Ca$_{2}$PN$_{3}$,2.6026000000000007,eV/atom,
SF$_{6}$,5.9605999999999995,eV/atom,FS(F)(F)(F)(F)F
Er(TiGa$_{2}$)$_{2}$,0.0,eV/atom,
CeTe,0.0,eV/atom,
U(MoO$_{4}$)$_{2}$,0.0,eV/atom,
SbH$_{12}$C$_{2}$N$_{6}$F$_{5}$,4.946,eV/atom,
Tl$_{4}$CrI$_{6}$,0.40159999999999973,eV/atom,
TeAs,0.0,eV/atom,
Rb$_{9}$O$_{2}$,0,eV/atom,
BaNaAlF$_{6}$,6.981,eV/atom,
LaPd$_{3}$C,0.0,eV/atom,
TmInPt,0.0,eV/atom,
TcPbO$_{3}$,0.0,eV/atom,
BaCaSiO$_{4}$,4.3673,eV/atom,
InCu,0.0,eV/atom,
TiNF,0.6598,eV/atom,
CaH$_{8}$(NO$_{5}$)$_{2}$,3.5334,eV/atom,
Si$_{2}$Bi$_{14}$IrI$_{12}$,0.15620000000000012,eV/atom,
CsSrN$_{9}$,3.8209,eV/atom,
H$_{2}$CO,6.4213000000000005,eV/atom,O1COCOCOCOC1
Be(PO$_{3}$)$_{2}$,5.8411,eV/atom,
Yb(NiGe)$_{2}$,0.0,eV/atom,
Ta$_{3}$Ga$_{2}$,0.0,eV/atom,
SrAl$_{9}$Ni$_{2}$,0.0,eV/atom,
SrHfO$_{3}$,4.1704,eV/atom,
Na$_{5}$Zr$_{2}$F$_{13}$,5.553599999999999,eV/atom,
Na$_{2}$MnP$_{2}$O$_{7}$F$_{3}$,0.23029999999999995,eV/atom,
VIr,0.0,eV/atom,
Gd$_{2}$SCl$_{4}$,1.7004000000000001,eV/atom,
AgI,1.596,eV/atom,
NiPPd,0.0,eV/atom,
CuSe,0.0,eV/atom,
Er(SiNi$_{5}$)$_{2}$,0.0,eV/atom,
Zr$_{3}$Tl$_{2}$OF$_{12}$,4.257000000000001,eV/atom,
Lu$_{2}$Si$_{5}$Ir$_{3}$,0.0,eV/atom,
CdInGaS$_{4}$,0.25780000000000003,eV/atom,
Gd(Al$_{2}$Cr)$_{4}$,0.005600000000000271,eV/atom,
CeSn$_{2}$Rh,7.999999999999119E-4,eV/atom,
KZn$_{4}$P$_{3}$,0.5004,eV/atom,
CeMg$_{2}$Ag,0.0,eV/atom,
EuSnF$_{7}$,0.010199999999999987,eV/atom,
CaPd$_{5}$,0.0,eV/atom,
LaFe$_{2}$AsN,0.0,eV/atom,
NdMn$_{2}$O$_{5}$,1.1994999999999996,eV/atom,
BiClF$_{8}$,2.0644,eV/atom,
Rb$_{2}$Se$_{3}$,0.6706000000000001,eV/atom,
CuTeBr,0.7599,eV/atom,
NbBi$_{4}$BrO$_{8}$,1.4756999999999998,eV/atom,
Y$_{2}$O$_{3}$,4.0531,eV/atom,
Na$_{2}$NbAsO$_{6}$,3.1214,eV/atom,
KPrTe$_{2}$,1.2799999999999998,eV/atom,
LiYbBi,0.28600000000000003,eV/atom,
Ta$_{2}$Te$_{4}$Br$_{10}$O,0.9964999999999999,eV/atom,
Li$_{7}$VN$_{4}$,2.1867,eV/atom,
Pr$_{4}$S$_{3}$NCl$_{3}$,3.0308,eV/atom,
PuReB$_{2}$,0.0,eV/atom,
KNa$_{2}$(PO$_{3}$)$_{3}$,5.0463000000000005,eV/atom,
Mn$_{2}$Ge,0.0,eV/atom,
Mn$_{2}$CoSi,0.0,eV/atom,
CdH$_{12}$C$_{2}$(NCl$_{2}$)$_{2}$,3.4379,eV/atom,
RuC$_{3}$SeO$_{3}$,2.1874,eV/atom,
UAl$_{3}$Ni$_{2}$,0.0,eV/atom,
AsCl$_{3}$,3.9873,eV/atom,
K$_{2}$SiF$_{6}$,7.2224,eV/atom,
ScH$_{3}$NCl$_{3}$,3.8496,eV/atom,
Ba(AgGe)$_{2}$,0.0,eV/atom,
K$_{2}$Mn(PS$_{3}$)$_{2}$,1.0923000000000003,eV/atom,
AlH$_{12}$(NO$_{5}$)$_{3}$,3.3708,eV/atom,
UPb(SeO$_{4}$)$_{2}$,2.0090000000000003,eV/atom,
K$_{3}$WC$_{4}$N$_{4}$OF,3.1807,eV/atom,
SmO$_{3}$,0.17679999999999996,eV/atom,
Mg$_{3}$BeAl$_{8}$O$_{16}$,5.240499999999999,eV/atom,
Os$_{4}$C$_{13}$(SO$_{6}$)$_{2}$,1.8984999999999999,eV/atom,
K$_{2}$Zr$_{2}$O$_{5}$,3.8226,eV/atom,
RbLaO$_{2}$,3.5220000000000002,eV/atom,
Mn$_{3}$RhN,0.0,eV/atom,
LiAl$_{2}$BrO$_{6}$,1.2082,eV/atom,
Th(SiRu)$_{2}$,0.0,eV/atom,
Cs$_{4}$Si$_{3}$O$_{8}$,3.6580000000000004,eV/atom,
K$_{3}$Fe$_{3}$P$_{4}$H$_{2}$O$_{17}$,2.2497,eV/atom,
Tb$_{2}$Sn$_{2}$O$_{7}$,2.7218,eV/atom,
CaSeO$_{4}$,3.2537000000000003,eV/atom,
RbBe$_{3}$ZnF$_{9}$,6.2801,eV/atom,
K$_{2}$S$_{2}$O$_{3}$,3.7496,eV/atom,
TiO$_{2}$,2.2984,eV/atom,
ReC,0.0,eV/atom,
Y(CO$_{2}$)$_{3}$,0.09839999999999982,eV/atom,[Y+3].O=C[O-].O=C[O-].O=C[O-]
TiSiPd,0.0,eV/atom,
In$_{5}$AgSe$_{8}$,0.25319999999999965,eV/atom,
NdZnRh,0.0,eV/atom,
GdOs$_{2}$,0.0,eV/atom,
Er(NiB)$_{2}$,0.0,eV/atom,
ZrCr$_{2}$,0.0,eV/atom,
BaPrMn$_{2}$O$_{6}$,0,eV/atom,
CoN$_{3}$,0.0,eV/atom,
YbNi,0.0,eV/atom,
Gd$_{3}$Sb$_{5}$O$_{12}$,2.7146000000000003,eV/atom,
Sm(Sn$_{3}$Ru$_{2}$)$_{2}$,0.0,eV/atom,
Na$_{5}$YbH$_{4}$(C$_{2}$O$_{7}$)$_{2}$,0.0,eV/atom,[Na+].[Na+].[Na+].[Na+].[Na+].[Yb+3].O=C([O-])OC(=O)OC(=O)OC(=O)[O-].O=C([O-])OC(=O)OC(=O)OC(=O)[O-].O=C([O-])OC(=O)OC(=O)OC(=O)[O-].O=C([O-])OC(=O)OC(=O)OC(=O)[O-].O.O
Si$_{3}$P$_{2}$Pt,0.6074000000000002,eV/atom,
H$_{8}$C$_{2}$I$_{3}$N,1.9774000000000003,eV/atom,I[I-]I.C[NH2+]C
AlH$_{15}$N$_{5}$Cl$_{3}$,4.6579999999999995,eV/atom,Cl[Al](Cl)Cl.N.N.N.N.N
Ca(AlSi)$_{2}$,0.0,eV/atom,
Ti$_{2}$B,0.0,eV/atom,
Ba$_{4}$Na(BN$_{2}$)$_{3}$,2.0441,eV/atom,
SrHg$_{3}$,0.0,eV/atom,
V$_{3}$Fe,0.0,eV/atom,
Rb$_{2}$Sc(NO$_{3}$)$_{5}$,3.0417,eV/atom,
K$_{3}$Y(BO$_{3}$)$_{2}$,3.1813000000000002,eV/atom,
RbC$_{10}$,0.7232000000000003,eV/atom,[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[C].[Rb].[Rb].[Rb].[Rb].[Rb].[Rb]
YbRh,0.0,eV/atom,
Hg$_{2}$P$_{2}$O$_{7}$,1.4797,eV/atom,
Sn$_{4}$Pt,0.0,eV/atom,
AlPS$_{4}$,2.6141,eV/atom,
Tm(MnGe)$_{6}$,0.0,eV/atom,
FeAgTe$_{2}$,0.0,eV/atom,
Sm$_{6}$Br$_{13}$,0.0,eV/atom,
Pb$_{3}$O$_{4}$,1.133,eV/atom,
ThRu,0.0,eV/atom,
Zr$_{2}$CuS$_{4}$,0.0,eV/atom,
LiYbGe,0.0,eV/atom,
K$_{2}$BaCo(NO$_{2}$)$_{6}$,1.0293,eV/atom,
PH$_{6}$N$_{3}$O,4.6727,eV/atom,
TbH$_{12}$S$_{2}$NO$_{12}$,5.1568000000000005,eV/atom,
BaZrS$_{3}$,0.9971000000000001,eV/atom,
La$_{4}$Sb$_{3}$,0.0,eV/atom,
Cs(CoSe)$_{2}$,0.0,eV/atom,
CrH$_{18}$C$_{5}$(NO)$_{4}$,3.1936999999999998,eV/atom,
Dy(Zn$_{10}$Rh)$_{2}$,0.0,eV/atom,
TiBrN,0.5597000000000001,eV/atom,
Ba(BO$_{2}$)$_{2}$,4.522399999999999,eV/atom,
Li$_{4}$P$_{2}$O$_{7}$,5.650799999999999,eV/atom,
K$_{3}$As,0.11349999999999999,eV/atom,
LaS$_{2}$,0.6312999999999995,eV/atom,
NaZr$_{2}$TiF$_{11}$,0.0,eV/atom,
Ce$_{2}$Mo$_{4}$O$_{15}$,0.05379999999999985,eV/atom,
LiLaBi$_{2}$,0.0,eV/atom,
Sr$_{3}$Fe$_{2}$Br$_{2}$O$_{5}$,1.0993,eV/atom,
K$_{3}$PSe$_{4}$,1.8281999999999998,eV/atom,
UCuP$_{2}$,0.0,eV/atom,
MgTlP(H$_{6}$O$_{5}$)$_{2}$,4.5212,eV/atom,
C$_{2}$IO,2.0163,eV/atom,O=C1C(=O)C(I)=C1I
BaSnO$_{3}$,0.37239999999999984,eV/atom,
Ba$_{3}$MoN$_{4}$,1.8505000000000003,eV/atom,
Sc$_{3}$CoC$_{4}$,0.0,eV/atom,
Mn$_{8}$Zn$_{14}$Ga$_{27}$,0.0,eV/atom,
Cs$_{2}$Li$_{3}$(BO$_{2}$)$_{5}$,4.5348,eV/atom,
K$_{2}$In$_{3}$AgSe$_{6}$,0.9771999999999998,eV/atom,
Sc$_{3}$C$_{4}$,0.0,eV/atom,
Cs$_{2}$UMoO$_{7}$,1.9349999999999998,eV/atom,
LuB$_{6}$,0,eV/atom,
Cu$_{5}$Se$_{2}$(ClO$_{4}$)$_{2}$,0.0,eV/atom,
Bi$_{17}$P$_{5}$Pb$_{5}$O$_{43}$,2.4694,eV/atom,
Sr$_{2}$IrO$_{4}$,0.0,eV/atom,
SrC$_{2}$,1.7776,eV/atom,
PrTe$_{3}$,0.0,eV/atom,
Cu$_{4}$Se$_{3}$O$_{10}$,0.0,eV/atom,
Ba$_{4}$Ti$_{13}$O$_{30}$,2.5853,eV/atom,
Hf(ClO$_{4}$)$_{4}$,5.2235,eV/atom,
TeRhCl,0.7782,eV/atom,
LiClO$_{4}$,5.7447,eV/atom,
U$_{2}$O$_{5}$,0.0,eV/atom,
FeAs$_{2}$,0.2801999999999998,eV/atom,
Ce$_{2}$BiO$_{2}$,0.0,eV/atom,
YAl$_{2}$Co,0.0,eV/atom,
KP(HO)$_{2}$,5.1321,eV/atom,
Pr$_{3}$Pb,0.0,eV/atom,
La(NiAs)$_{2}$,0.0,eV/atom,
NaMg$_{2}$V$_{3}$O$_{10}$,2.8158,eV/atom,
Ti$_{8}$C$_{5}$,0.0,eV/atom,
Rb$_{2}$MnF$_{6}$,3.3045,eV/atom,
Hf$_{11}$Ga$_{10}$,0.0,eV/atom,
Zr$_{5}$Al$_{3}$,0.0,eV/atom,
LaH$_{3}$,0.0,eV/atom,
ScGeRh,0.0,eV/atom,
CsSmCdTe$_{3}$,1.7393999999999998,eV/atom,
TiPbO$_{3}$,1.8357,eV/atom,
SmInRh,0.0,eV/atom,
ThP$_{2}$O$_{7}$,5.3892999999999995,eV/atom,
AlCl$_{3}$,0.0,eV/atom,
Ca$_{3}$Sc$_{2}$(GeO$_{4}$)$_{3}$,3.4661999999999997,eV/atom,
Ce$_{4}$(CoB$_{2}$)$_{3}$,0.0,eV/atom,
Mg$_{3}$Mn,0.0,eV/atom,
Zr$_{5}$P$_{7}$Pd$_{9}$,0.04039999999999999,eV/atom,
Re$_{3}$(SBr)$_{7}$,1.3261,eV/atom,
ErRh,0.0,eV/atom,
NaN$_{3}$,3.9425,eV/atom,
AcClO,4.4451,eV/atom,
NiAgTe$_{2}$,0.0,eV/atom,
HoS,0.0,eV/atom,
BaO,2.7670000000000003,eV/atom,
TiP$_{2}$,0.0,eV/atom,
LaN,0.0,eV/atom,
Cs$_{2}$HgI$_{4}$,2.0398,eV/atom,
Ce$_{3}$MoO$_{7}$,0.28080000000000016,eV/atom,
Cu$_{4}$As$_{2}$O$_{9}$,0.0,eV/atom,
Sm(BRh)$_{4}$,0.0,eV/atom,
Sb$_{2}$Te$_{3}$,0.0,eV/atom,
Li$_{2}$AlBO$_{4}$,4.864,eV/atom,
K$_{7}$Ta(SO$_{4}$)$_{6}$,3.6873,eV/atom,
TiIn$_{2}$O$_{5}$,1.9682000000000004,eV/atom,
Co$_{5}$As$_{2}$,0,eV/atom,
Na$_{2}$Zn(SiO$_{3}$)$_{2}$,3.6116,eV/atom,
VINCl$_{3}$,1.005,eV/atom,
Tl$_{2}$Pt(CN)$_{4}$,2.5584000000000002,eV/atom,
ErAgPb,0.0,eV/atom,
V$_{2}$Se$_{2}$O$_{9}$,2.1685000000000003,eV/atom,
K$_{4}$Sb$_{2}$O$_{3}$,1.2427,eV/atom,
Bi$_{2}$PdO$_{4}$,0.12929999999999975,eV/atom,
MnVH$_{4}$O$_{2}$F$_{5}$,2.1658,eV/atom,
AsPd$_{2}$,0.0,eV/atom,
Tm$_{4}$Mo$_{4}$O$_{11}$,0.4676999999999998,eV/atom,
U$_{2}$Al$_{19}$Co$_{6}$,0.0,eV/atom,
NiPW,0.0,eV/atom,
SiO$_{2}$,5.2394,eV/atom,
TiNiSn,0.4527000000000001,eV/atom,
CaU(SeO$_{4}$)$_{2}$,1.9516,eV/atom,
Ce$_{3}$CuGeSe$_{7}$,0.0,eV/atom,
Hg$_{2}$P$_{3}$Br,0.9380999999999999,eV/atom,
K$_{4}$I$_{2}$O$_{9}$,1.9183,eV/atom,
Si$_{2}$Mo,0.0,eV/atom,
ErSiPt,0.0,eV/atom,
CN$_{6}$Cl,0.0,eV/atom,[Cl-].N[NH+]=C(N)N(N)N
Lu(Ni$_{2}$As)$_{2}$,0.0,eV/atom,
Li$_{2}$VSiO$_{5}$,2.3621,eV/atom,
Eu(SiAg)$_{2}$,0.0,eV/atom,
ZnO,0.6310999999999999,eV/atom,
NaSb(PS$_{3}$)$_{2}$,2.1465,eV/atom,
Cr$_{3}$Se$_{4}$,0.0,eV/atom,
AgAsS$_{2}$,1.4968,eV/atom,
Cu$_{2}$Se,0.0,eV/atom,
Co(RhO$_{2}$)$_{2}$,0.7908,eV/atom,
Zr$_{2}$InN,0.0,eV/atom,
CsNiPdF$_{5}$,0.718,eV/atom,
NaTiCuS$_{3}$,0.15340000000000042,eV/atom,
Sm(CrB$_{3}$)$_{2}$,0.0,eV/atom,
Cs$_{2}$NaUCl$_{6}$,0.5004,eV/atom,
NdO$_{2}$,0.0,eV/atom,
NaZr$_{2}$CoF$_{11}$,3.2763,eV/atom,
CsSbCl$_{6}$,1.9983,eV/atom,
Mn$_{4}$Si$_{3}$AsHO$_{13}$,2.2148000000000003,eV/atom,
Re$_{2}$Cl$_{7}$O$_{3}$,0.31779999999999997,eV/atom,
Sm$_{2}$(MoO$_{4}$)$_{3}$,3.2356000000000003,eV/atom,
Ho$_{8}$Mg$_{12}$Zn$_{61}$,0.0,eV/atom,
CsBC$_{3}$NO$_{2}$F$_{9}$,3.4032,eV/atom,
KZnAs,0.20110000000000006,eV/atom,
W$_{2}$N,0.0,eV/atom,
Sr$_{3}$Fe$_{2}$Cu$_{2}$Se$_{2}$O$_{5}$,0.5070000000000006,eV/atom,
Sr(AsO$_{3}$)$_{2}$,3.2716,eV/atom,
Th(PRu)$_{2}$,0.1357999999999997,eV/atom,
